emp_no,first_name,last_name,title,from_date,salary,rnum
84693,Owen,Rikino,Staff,1985-04-23,57857,1
84707,Odinaldo,Ushiama,Senior Engineer,2001-08-27,40000,1
84714,Tonny,Shiratori,Senior Staff,1986-12-17,73975,1
84720,Akemi,Champarnaud,Senior Staff,1996-02-07,52534,1
84722,Hercules,Slutz,Senior Engineer,1990-12-11,54030,1
84725,Zejun,Boyle,Senior Engineer,1996-09-15,40000,1
84734,Khedija,Kadhim,Senior Engineer,1993-07-26,40000,1
84743,Juichirou,Picaronny,Assistant Engineer,1998-07-30,40000,1
84744,Kiam,Usdin,Senior Staff,1990-06-07,41101,1
84747,Yoshinari,Felcyn,Senior Staff,1988-12-06,70389,1
84748,Jianhao,Crelier,Engineer,1997-08-02,40000,1
84754,Sergi,Pelz,Engineer,1995-05-24,40000,1
84773,Naraig,Frolund,Senior Engineer,1995-02-07,44886,1
84797,Tadanori,Baig,Technique Leader,1985-08-27,58502,1
84809,Hironoby,Zobel,Senior Engineer,2002-06-03,40000,1
84821,Magy,Vieri,Senior Staff,1998-05-07,112486,1
84849,Kenroku,Carrera,Senior Engineer,1994-01-26,40000,1
84859,Hitofumi,Schicker,Staff,1988-06-26,40000,1
84860,Paris,Angot,Senior Engineer,1992-07-21,40000,1
84883,Vishv,Khalil,Senior Staff,2001-08-06,61829,1
84901,Lucien,Peak,Staff,1995-10-28,81332,1
84910,Kaijung,Mondadori,Senior Staff,1998-09-18,45821,1
84916,Saddek,Jiafu,Senior Staff,1992-06-27,86725,1
84933,Sailaja,Plessier,Senior Engineer,1987-08-28,40000,1
84943,Hugo,Benantar,Senior Engineer,1997-11-02,40000,1
84944,Arto,Angiulli,Engineer,1986-05-05,43264,1
84945,DeForest,Hinsberger,Senior Staff,1992-04-29,63235,1
84947,Sasan,Auyong,Senior Engineer,1988-11-28,55135,1
84974,Baocai,Pell,Technique Leader,1993-06-06,65103,1
84977,Godehard,Menhardt,Senior Engineer,2000-08-26,54499,1
84982,Gino,Biron,Senior Staff,1992-02-04,64278,1
84983,Shigeo,Bashian,Senior Engineer,1992-07-09,54280,1
84999,Turgut,Koblitz,Senior Staff,1996-10-04,74432,1
85007,Tze,Hiyoshi,Senior Staff,1995-10-19,40000,1
85015,Lijia,Lipner,Senior Staff,2002-01-21,68523,1
85017,Falguni,Swiler,Senior Staff,1991-07-12,98339,1
85018,Marjo,Billingsley,Engineer,1996-01-24,61123,1
85024,Zeydy,Hmelo,Senior Staff,1987-12-24,44407,1
85028,Ebru,Heydon,Senior Staff,1998-01-20,78598,1
85031,Ronghao,Gire,Technique Leader,1985-08-28,40000,1
85033,Garnet,Luke,Senior Staff,1991-04-03,56336,1
85040,Chikako,Legleitner,Senior Staff,2000-02-11,40000,1
85057,Charlene,Sadowsky,Senior Engineer,1995-05-17,40000,1
85062,Vasilis,Luks,Senior Engineer,1988-08-13,50228,1
85080,Munir,Hofmeyr,Senior Engineer,2001-05-05,40000,1
85096,Xinglin,Feinberg,Engineer,1998-02-08,40000,1
85110,Volkmar,Maquelin,Senior Staff,1988-10-06,55395,1
85111,Sastry,Kavraki,Senior Staff,1994-05-10,92172,1
85119,Xiaobin,Himler,Senior Staff,1987-12-01,57534,1
85139,Joydip,Tagansky,Senior Staff,1995-03-18,40000,1
85146,Hironobu,Nittel,Senior Staff,1997-07-25,45149,1
85150,Olivera,Cangellaris,Senior Engineer,1997-04-05,40000,1
85159,Kendra,Buescher,Senior Staff,2000-06-06,48854,1
85184,Gretta,Peng,Senior Engineer,2001-06-10,72886,1
85199,Souichi,Barbanera,Engineer,1999-12-16,51152,1
85200,Ebbe,Serna,Senior Engineer,1996-05-18,57745,1
85201,Taiji,Berstel,Senior Staff,1990-03-22,51524,1
85202,Guttorm,Erdi,Senior Engineer,1990-09-17,52839,1
85204,Moni,Silva,Senior Staff,1999-12-27,106160,1
85206,Shahar,Navazio,Technique Leader,1986-01-22,52638,1
85210,Yolla,Openshaw,Senior Staff,1987-01-20,40000,1
85215,Along,Detkin,Senior Staff,1995-08-03,67739,1
85217,Qiwen,Casley,Senior Staff,1990-11-18,70157,1
85219,Anyuan,Zaiane,Senior Engineer,1999-01-31,40000,1
85220,Kristin,Lipner,Senior Staff,1994-01-25,40000,1
85230,Gal,Demke,Staff,1998-08-29,62272,1
85241,Martijn,Falck,Senior Staff,1995-08-23,43955,1
85242,Kirk,Ernst,Staff,1999-09-01,40000,1
85256,Odinaldo,Kroha,Senior Engineer,2001-09-12,62010,1
85258,Elzbieta,Schwabacher,Senior Engineer,1988-06-27,40000,1
85264,Annemarie,Silva,Senior Engineer,2002-01-05,50431,1
85267,Masaru,Winter,Senior Staff,1990-01-21,70306,1
85273,Sarita,Morrow,Senior Engineer,1985-11-10,65546,1
85277,Ulf,Murtagh,Senior Engineer,1999-10-14,40000,1
85278,Kamakshi,Karnin,Senior Engineer,1988-11-19,40000,1
85281,Tamiya,Grospietsch,Senior Engineer,1991-08-09,55345,1
85295,Zvonko,Kroon,Senior Engineer,2001-09-15,40000,1
85325,Nagui,Kadhim,Technique Leader,1988-07-14,47731,1
85328,Kien,Kitsuregawa,Senior Engineer,1997-06-12,40000,1
85344,Owen,Dayana,Senior Staff,1996-01-20,50544,1
85347,Heeju,Prochazka,Senior Staff,1986-08-04,53626,1
85353,Kien,Tasistro,Senior Staff,1995-08-03,40000,1
85371,Suebskul,Lanphier,Senior Staff,1995-08-29,82701,1
85374,Hairong,Herber,Technique Leader,1992-07-02,40585,1
85377,Ishfaq,Vecchio,Senior Engineer,2000-04-25,50952,1
85385,Alper,Bennis,Senior Staff,1993-03-24,40000,1
85394,Sastry,Conta,Senior Engineer,1994-10-20,46370,1
85406,Serap,Matzke,Senior Staff,1996-10-07,75826,1
85416,Haldun,Melton,Senior Engineer,1993-07-30,42548,1
85463,Kyoichi,Picht,Engineer,1996-02-03,44467,1
85469,Sasan,Schmiedel,Senior Engineer,1994-06-23,40000,1
85489,Adas,Zwicker,Senior Staff,1988-09-12,63977,1
85494,Lech,Gulik,Senior Staff,1992-08-16,40000,1
85504,Ghassan,Streit,Senior Engineer,1990-04-08,49478,1
85524,Lillian,Tokunaga,Senior Engineer,2001-12-21,48850,1
85525,Chenyi,Schlenzig,Senior Staff,1992-01-24,43424,1
85526,Tzvetan,Frolund,Senior Engineer,1987-12-19,40000,1
85532,Jinxi,Imataki,Senior Engineer,1993-03-04,40000,1
85551,Mohit,Perry,Technique Leader,1998-08-04,40000,1
85575,Kiyotoshi,Matzov,Senior Staff,1997-05-31,53077,1
85577,Deniz,Sadowski,Staff,1998-06-12,40000,1
85583,Sanjeeva,Hiyoshi,Engineer,1999-08-24,78410,1
85587,Naftaly,Schiettecatte,Engineer,1987-11-26,50641,1
85589,Amstein,Bressoud,Senior Engineer,1985-12-13,52659,1
85607,Yucai,Hertweck,Senior Engineer,1997-08-21,63272,1
85620,Yoshinari,Chvatal,Senior Staff,1997-12-30,46107,1
85622,Berthier,Dengi,Staff,1998-07-02,58379,1
85631,Munehiro,Murtagh,Senior Staff,1993-07-31,62085,1
85633,Salvador,Snedden,Senior Staff,1994-04-30,64754,1
85642,Breannda,Adachi,Senior Staff,1991-04-29,45724,1
85645,Henk,Ashish,Assistant Engineer,1994-12-11,61130,1
85647,Kristian,Waymire,Senior Staff,1993-11-25,49194,1
85655,Radhia,Figueira,Engineer,1988-08-15,48485,1
85669,Yishay,Denis,Senior Engineer,1996-02-08,48106,1
85692,Marin,Petersohn,Senior Engineer,1995-11-06,45545,1
85696,Wuxu,Mitzlaff,Senior Staff,1998-08-11,101476,1
85719,Satosi,Rosti,Senior Staff,1998-01-17,50359,1
85725,Khedija,Candan,Senior Staff,1995-08-16,59923,1
85739,Fumino,Benzaken,Senior Engineer,1985-09-15,58286,1
85743,Ramalingam,Wissmann,Senior Staff,1999-05-27,82074,1
85755,Aloys,Ozeri,Senior Staff,1993-06-01,82248,1
85757,Kannan,Bach,Senior Staff,2000-03-04,40913,1
85761,Kazuyasu,Hofting,Engineer,2000-01-26,45148,1
85776,Dante,Reutenauer,Senior Staff,1991-05-01,51609,1
85784,Nechama,Cronau,Senior Staff,1992-10-25,82582,1
85786,Rafail,Chaudhuri,Senior Staff,1997-09-24,40000,1
85788,Khaled,Streng,Senior Engineer,1992-05-11,52374,1
85799,Radhika,Parveen,Senior Staff,1998-03-03,40000,1
85805,Mack,Nyanchama,Senior Engineer,1992-11-25,42243,1
85812,Seshu,Erbe,Senior Engineer,1993-11-19,40000,1
85827,Basant,Schach,Senior Staff,1994-01-16,55385,1
85835,Pantung,Gyorkos,Senior Engineer,1996-10-07,40000,1
85840,Kazuhiko,Reinhart,Engineer,1998-11-11,40000,1
85842,Naftaly,Pews,Engineer,1995-07-19,53287,1
85850,Leszek,Usdin,Senior Engineer,1988-02-20,67113,1
85861,Roselyn,Reeker,Senior Staff,1987-07-04,68202,1
85865,Vidar,Mitina,Senior Engineer,1988-03-01,64417,1
85876,Kellyn,Merks,Engineer,1995-04-20,41377,1
85883,Takahito,Reghbati,Engineer,1999-06-30,40000,1
85892,Rasikan,Binkley,Engineer,1997-03-14,47405,1
85899,Chinhyun,Zaiane,Senior Staff,1996-09-11,40000,1
85901,Tommaso,Hagimont,Senior Staff,2001-07-22,78584,1
85921,Shin,Puoti,Senior Engineer,1993-04-12,47710,1
85924,Gita,Menhardt,Senior Engineer,1994-06-18,40000,1
85939,Xinyu,Schlegelmilch,Senior Staff,1986-12-03,80062,1
85941,Sampalli,Lunt,Senior Staff,1992-07-22,42042,1
85942,Jaber,Sankaranarayanan,Engineer,1998-12-17,48914,1
85956,Premsyl,Syrotiuk,Engineer,1994-04-28,70211,1
85958,Fusako,Vadhan,Senior Staff,1993-12-05,63942,1
85988,Aiichiro,Brlek,Senior Staff,1996-12-12,79173,1
85990,Saeko,Jakobus,Senior Engineer,2001-11-27,40000,1
86003,Khaled,Zielinski,Senior Engineer,1993-02-20,58111,1
86005,Sahrah,Samarati,Senior Staff,2000-01-16,44056,1
86014,Maris,Zeilberger,Technique Leader,1985-04-16,46302,1
86016,Eldridge,Compeau,Engineer,1997-03-08,40000,1
86029,Yuguang,Cronau,Senior Engineer,1988-05-29,40000,1
86037,Khaled,Badache,Staff,2000-01-15,44296,1
86042,Juyoung,Gronowski,Senior Engineer,1988-04-30,70816,1
86045,Leah,Kavanagh,Engineer,1997-07-24,46795,1
86047,Ebru,Suppi,Engineer,1998-07-20,40000,1
86052,Hidekazu,Badache,Senior Staff,1993-01-26,48009,1
86060,Arvind,Luce,Senior Staff,1993-10-06,40000,1
86068,Anneke,Harnett,Senior Staff,1988-01-10,49927,1
86070,Diederik,Restivo,Senior Engineer,1986-04-11,40000,1
86080,Kinh,Melichar,Staff,1987-03-18,40000,1
86081,Valery,Iwayama,Senior Staff,2002-07-19,53594,1
86082,Marsha,Redmiles,Senior Staff,1994-12-14,40000,1
86139,Arif,Lichtman,Senior Staff,1994-09-24,45879,1
86155,Tadahiko,Luke,Technique Leader,1985-02-08,48156,1
86178,Sakthirel,Krogh,Senior Staff,1994-07-06,60326,1
86183,Takahiro,Baja,Senior Engineer,1994-09-01,50558,1
86184,Marjo,Niizuma,Staff,1999-05-19,56887,1
86191,Martial,Ulupinar,Senior Staff,1991-09-14,40000,1
86211,Shih,Vanwelkenhuysen,Senior Engineer,1993-05-16,55822,1
86222,Alexius,Marquardt,Senior Staff,1994-02-16,53863,1
86224,Shaunak,Ishibashi,Senior Staff,1998-04-07,68998,1
86247,Sakthirel,Rebaine,Technique Leader,1989-12-17,40000,1
86267,Masato,Guting,Senior Engineer,1997-07-22,52868,1
86269,Kristinn,Swift,Senior Staff,1996-04-25,64732,1
86270,Prodip,Menhoudj,Senior Staff,1991-08-30,70611,1
86271,Ipke,Llado,Senior Staff,1997-02-03,40000,1
86275,Ipke,Genin,Engineer,1998-04-22,51432,1
86282,Martien,Baak,Senior Staff,1992-07-23,57545,1
86284,Fabrizio,Wrigley,Engineer,1996-10-29,54840,1
86287,Masami,Liesche,Senior Staff,1990-07-15,86963,1
86297,Susuma,Feldmann,Technique Leader,1990-05-30,47407,1
86305,Nadjib,Weisert,Senior Engineer,1997-08-05,47059,1
86307,Mariusz,Vendrig,Senior Staff,1992-09-16,71442,1
86310,Remmert,Picel,Senior Engineer,1993-12-21,62518,1
86321,Shiv,Vasanthakumar,Engineer,1994-04-14,40000,1
86342,Marit,Boguraev,Senior Engineer,2002-07-21,57263,1
86351,Jackson,Staylopatis,Senior Staff,1987-06-15,61911,1
86357,Rosalyn,Sessa,Technique Leader,1985-07-04,50632,1
86364,Shushma,Decaestecker,Senior Engineer,1989-03-30,40000,1
86395,Duke,Grospietsch,Senior Staff,1989-01-14,45824,1
86399,Guozhong,Baek,Staff,1996-01-25,77249,1
86401,Arnould,Luce,Senior Staff,1993-10-22,40000,1
86404,Jungsoon,Quaggetto,Senior Engineer,1995-09-04,54916,1
86405,Sreekrishna,Bale,Senior Engineer,1992-05-08,40000,1
86434,Toshiki,Plump,Senior Staff,1986-03-17,44098,1
86436,Hilari,Kropf,Senior Staff,2001-06-15,65248,1
86437,Zvonko,Bednarek,Senior Engineer,2000-03-29,40000,1
86448,Fumino,Garnier,Senior Engineer,1999-04-06,50368,1
86459,Gritta,Etalle,Senior Staff,1998-08-14,49887,1
86479,Mohit,Restivo,Senior Staff,1996-08-01,57989,1
86480,Navid,Tramer,Senior Engineer,1999-08-27,40000,1
86483,Shigenori,Gill,Senior Staff,1994-02-27,40000,1
86493,Yongmin,Katalagarianos,Engineer,1996-04-19,40000,1
86494,Masato,Perng,Senior Staff,1988-12-30,40000,1
86499,Lech,Escriba,Senior Staff,1994-01-08,56031,1
86513,Yishay,Murtha,Senior Staff,1991-10-04,52532,1
86523,Shakhar,Bolotov,Staff,1988-08-14,74204,1
86527,Toshiko,Pollacia,Senior Staff,2002-01-07,41115,1
86539,Adam,Junet,Senior Staff,1994-10-06,40000,1
86540,Turgut,Nitta,Engineer,1996-05-02,45733,1
86549,Ute,Itzfeldt,Senior Staff,1997-06-24,95410,1
86561,Thodoros,Frolund,Assistant Engineer,1993-08-16,42797,1
86564,Jaideep,Theuretzbacher,Senior Engineer,1986-03-12,40000,1
86573,Karlis,Yavatkar,Senior Staff,1992-05-16,51946,1
86575,Berthier,Sinitsyn,Staff,1997-11-16,64344,1
86600,Baocai,Baba,Senior Staff,1996-03-30,77554,1
86608,Honglan,Shigei,Staff,1999-02-28,46653,1
86612,Yuchang,McAffer,Senior Staff,1996-09-03,51943,1
86617,Mingsen,Desikan,Senior Staff,1998-09-22,59780,1
86621,Hein,Rosis,Engineer,1996-07-20,65093,1
86626,Sashi,Polajnar,Senior Staff,1994-06-16,58984,1
86628,Ibibia,Setia,Senior Engineer,1993-11-29,40000,1
86629,Yolla,Sommer,Senior Staff,1993-02-19,50529,1
86631,Tristan,Isaac,Senior Engineer,1986-07-13,84059,1
86634,Odysseas,Terlouw,Technique Leader,1990-04-29,42947,1
86639,Aamer,Yavatkar,Senior Engineer,1994-04-27,43471,1
86641,Kamran,Gladwell,Senior Engineer,1993-07-15,40000,1
86654,Jeane,Taubenfeld,Senior Staff,1991-03-28,74763,1
86667,King,Slobodova,Senior Engineer,1995-06-07,40000,1
86674,Fumiya,Candan,Senior Staff,2002-04-16,40000,1
86675,Hairong,Basagni,Engineer,1995-06-05,40000,1
86690,Carrsten,Whitcomb,Senior Engineer,2001-01-28,61652,1
86691,Kagan,Serdy,Senior Staff,1993-06-27,57262,1
86715,Katsuo,Farrag,Engineer,1997-10-07,48888,1
86738,Subhash,Antonisse,Staff,1996-10-25,72644,1
86746,Parke,Seiwald,Senior Engineer,1991-03-27,44861,1
86751,Feiyu,Swick,Senior Engineer,1987-06-04,40000,1
86772,Kayoko,Chepyzhov,Staff,1997-10-16,40000,1
86776,Palash,Danecki,Senior Staff,1995-11-30,45270,1
86817,Shmuel,Sommen,Senior Engineer,1998-02-16,44861,1
86821,Ferdinand,Ruemmler,Engineer,1987-10-18,66065,1
86822,Halsur,Veccia,Senior Engineer,2001-02-13,40000,1
86823,Xiaopeng,Perly,Engineer,1994-01-27,40000,1
86824,Constantine,Motley,Staff,1987-12-13,70171,1
86831,KayLiang,Nanard,Staff,1998-05-23,71334,1
86832,Duro,Magalhaes,Senior Engineer,1996-12-07,40000,1
86853,Dhritiman,Giveon,Senior Staff,1998-04-21,91809,1
86858,Yakkov,Demos,Senior Staff,1990-11-24,52294,1
86862,Pascal,Fetvedt,Engineer,1997-09-17,43765,1
86869,Arunas,Birsak,Senior Engineer,1992-02-06,46706,1
86887,Martijn,Roison,Senior Staff,2000-06-23,50962,1
86899,Deborah,Kadhim,Engineer,1987-12-06,40000,1
86906,Adel,Fiutem,Senior Engineer,1985-06-07,40433,1
86934,Jovan,Strooper,Senior Engineer,1994-10-02,41984,1
86941,Zhiguo,Tanemo,Senior Staff,1995-09-01,41397,1
86947,Vitali,Hooghiemstra,Senior Staff,1998-03-25,40000,1
86948,Rosita,Swan,Staff,1998-09-14,77472,1
86951,Martijn,Coors,Senior Engineer,1985-07-21,40000,1
86952,Richard,Oskamp,Senior Staff,1993-04-26,42728,1
86957,Aris,Guenter,Senior Engineer,1998-01-24,45321,1
86970,Hugo,Zizka,Senior Engineer,1985-08-12,52965,1
86973,Shao,Honiden,Engineer,2000-10-30,40000,1
86984,Lakshmi,Kawashima,Senior Engineer,1995-06-17,48791,1
87001,Sanjit,Maquelin,Senior Staff,1996-05-06,53804,1
87028,Greger,Perfilyeva,Senior Engineer,1995-07-12,52525,1
87030,Shmuel,Prenel,Senior Staff,1996-09-30,72880,1
87043,Fay,Anily,Senior Engineer,1999-06-30,56191,1
87047,True,Beilner,Senior Staff,1995-05-15,40000,1
87050,Kiyokazu,Sgarro,Engineer,1998-02-11,51213,1
87054,Szabolcs,Kandlur,Senior Engineer,1998-11-22,74494,1
87059,Girolamo,Leuchs,Senior Staff,1997-04-12,40000,1
87064,Ewing,Bednarek,Engineer,1997-05-22,52553,1
87066,Jaber,Zobel,Senior Staff,1993-12-20,40000,1
87070,Tsz,Farrow,Senior Engineer,1985-08-31,64979,1
87078,Boalin,Muntz,Senior Engineer,1993-01-22,41587,1
87091,Sashi,Hiraishi,Senior Staff,1995-11-12,62431,1
87095,Jixiang,Laurillard,Staff,1998-08-08,49047,1
87107,Kasturi,Peir,Senior Staff,1997-01-10,72427,1
87115,Charlene,Zyda,Senior Staff,1995-02-13,51887,1
87137,Aluzio,Tsunoo,Senior Staff,1994-07-13,57390,1
87139,Magy,Koblick,Assistant Engineer,1998-12-01,40000,1
87144,Kshitij,Naudin,Engineer,1996-09-03,68856,1
87158,Nahid,Neiman,Technique Leader,1986-09-20,58049,1
87160,Nevio,Gihr,Senior Engineer,1986-05-25,40000,1
87168,Herb,Beerel,Senior Engineer,1988-02-12,46009,1
87170,Macha,Gide,Senior Engineer,1994-06-04,51440,1
87175,Arno,Duclos,Engineer,1991-04-07,40000,1
87186,Shaowei,Luby,Senior Staff,1993-12-16,67970,1
87197,Shahab,Unni,Senior Engineer,1997-03-22,40000,1
87199,Yefim,Luck,Engineer,1996-02-04,75346,1
87200,Shridhar,Skafidas,Senior Engineer,1994-04-07,49649,1
87202,Hatem,Coors,Senior Staff,1990-11-08,86491,1
87211,Ohad,Masada,Engineer,1995-12-16,68776,1
87223,Shichao,Baezner,Senior Staff,1992-02-28,75235,1
87232,Arch,Thebaut,Senior Engineer,1991-01-12,67221,1
87234,Boriana,Mungall,Senior Staff,1993-09-04,111013,1
87266,Aral,Stafford,Senior Staff,1993-07-12,71463,1
87274,Hilari,Gide,Senior Staff,1992-07-27,70387,1
87278,Masato,Kragelund,Senior Engineer,1995-06-25,46533,1
87284,Ranga,Fandrianto,Senior Staff,1991-01-15,40000,1
87293,Kwangho,Champarnaud,Senior Staff,1993-06-19,56944,1
87302,Martina,Garigliano,Senior Staff,1995-03-19,45472,1
87306,Mabhin,Speckmann,Staff,1995-11-07,40000,1
87308,Shaz,Bresenham,Staff,1996-04-05,40000,1
87323,Akemi,Nastansky,Senior Engineer,1995-10-17,44537,1
87339,Kamakshi,Aseltine,Technique Leader,1990-02-03,70026,1
87357,Constantijn,Kambil,Senior Engineer,1994-03-16,73292,1
87358,Ipke,Sridhar,Senior Engineer,1992-07-26,40000,1
87393,Ashish,Erdi,Assistant Engineer,1990-09-09,40000,1
87401,Shietung,Zweizig,Senior Engineer,1997-10-19,40000,1
87422,Mohamadou,Lorcy,Senior Engineer,1988-08-19,40000,1
87426,Yucai,Hmelo,Senior Staff,1994-09-26,40000,1
87442,Marjo,Jeong,Engineer,2000-09-20,61671,1
87446,Theron,Wilharm,Senior Engineer,1988-07-09,40000,1
87448,Weidon,Serna,Senior Engineer,1997-09-10,58735,1
87449,Golgen,Validov,Engineer,1995-11-18,58725,1
87450,Xuedong,Shobatake,Senior Engineer,1996-06-08,40000,1
87451,Zhonghui,Denos,Senior Engineer,1995-06-18,40000,1
87461,Moni,Decaestecker,Senior Engineer,1989-05-31,43680,1
87476,Amabile,Niizuma,Senior Engineer,1991-01-20,54760,1
87480,Geoff,Mitzlaff,Senior Staff,1988-02-15,67906,1
87483,Vesna,Baranowski,Senior Engineer,2001-05-09,48187,1
87492,Susuma,Kushner,Senior Engineer,1992-12-22,40000,1
87498,Rafols,Shobatake,Senior Staff,2001-04-13,67359,1
87504,Fumiya,Takanami,Senior Engineer,2000-11-13,41444,1
87526,Turgut,Lanphier,Senior Staff,1992-03-14,63579,1
87534,Golgen,Apsitis,Senior Staff,1995-06-13,78592,1
87560,Mansur,Gniady,Senior Staff,1996-05-03,61428,1
87568,Erez,Usery,Senior Engineer,1995-08-12,66428,1
87585,Oscar,Morrin,Senior Engineer,1992-08-31,47975,1
87627,Alagu,Raoux,Senior Staff,1985-04-27,75290,1
87637,Qingxiang,Aamodt,Senior Staff,2002-06-18,40000,1
87638,Fay,Raczkowsky,Senior Staff,1993-03-16,40000,1
87640,Shigehito,Swift,Senior Engineer,1991-06-13,40000,1
87663,Lenore,Pews,Senior Engineer,1997-01-06,42885,1
87672,Sadok,Zlotek,Senior Staff,1997-05-23,40000,1
87679,Guenter,Marciano,Senior Staff,1993-03-11,52310,1
87688,Branimir,Stemann,Staff,1989-09-10,72601,1
87693,Mikhail,Osgood,Technique Leader,1990-02-22,40000,1
87697,Sanjoy,Luit,Senior Staff,1992-08-09,84307,1
87711,Willard,Dulay,Staff,1988-11-16,73147,1
87723,Uwe,Kowalchuk,Engineer,1996-08-21,40000,1
87738,Ipke,Sluis,Senior Staff,1998-10-03,80766,1
87751,Lakshmi,Frolund,Senior Staff,1990-06-28,55495,1
87752,Yurii,Hasenauer,Senior Staff,1990-02-14,44555,1
87793,Fatemeh,Kakkar,Senior Staff,2001-07-21,59338,1
87796,Boriana,Middleton,Senior Engineer,1986-03-05,40986,1
87806,Khatoun,Shokrollahi,Senior Staff,1991-06-22,73596,1
87807,Berni,Diderrich,Senior Engineer,1994-03-05,40000,1
87824,Serenella,Falster,Senior Engineer,1996-06-17,62751,1
87829,Genki,Etalle,Senior Engineer,1990-10-05,40000,1
87840,Sungwon,Wendorf,Senior Engineer,1992-08-02,40000,1
87856,Lunjin,Erol,Senior Staff,1991-09-30,40000,1
87876,Dante,Perfilyeva,Senior Engineer,1995-08-13,55739,1
87881,Yechezkel,Masaki,Senior Engineer,1993-11-12,42916,1
87886,Candido,Karnin,Senior Staff,1991-09-27,45667,1
87897,Tzu,Suwa,Senior Staff,1992-07-20,57195,1
87902,Phuoc,Compeau,Senior Engineer,1987-06-04,43374,1
87933,Uma,Ruther,Technique Leader,1988-02-17,67884,1
87944,Mahendra,Schmezko,Senior Engineer,1992-06-16,53125,1
87948,Subhash,Kalafatis,Engineer,1998-07-15,47925,1
87951,Ottavia,Rohrbach,Senior Engineer,1993-06-27,40000,1
87958,Leandro,Mattern,Senior Engineer,1988-07-14,40000,1
87964,Alejandro,Luon,Senior Staff,2001-03-11,40000,1
87974,Shunichi,Peac,Senior Staff,1994-11-07,60286,1
87978,Moni,Lorch,Staff,1987-02-08,71809,1
87982,Lijia,Conia,Senior Engineer,1993-03-24,43820,1
87991,Fusako,Gubsky,Senior Staff,2001-10-14,40000,1
87993,Masasuke,Hiraishi,Engineer,1995-04-24,40000,1
88013,Frederique,Vasanthakumar,Staff,1998-11-16,78137,1
88015,Dmitry,Akiyama,Engineer,1997-05-06,47801,1
88025,Mahendra,Fordan,Senior Engineer,1993-09-21,47798,1
88033,Masato,Callaway,Senior Engineer,1992-02-07,55068,1
88038,Monique,Jarecki,Senior Engineer,1992-09-09,75401,1
88060,Emdad,Ferriere,Engineer,1997-07-04,72202,1
88072,Jeanne,Vecchio,Senior Engineer,1988-02-03,73548,1
88079,Karlis,Hmelo,Senior Staff,2001-11-13,40000,1
88080,Mack,Heuser,Senior Staff,1995-09-30,82758,1
88089,Kwok,Alpin,Senior Engineer,1987-05-02,59990,1
88113,Mokhtar,Akazan,Senior Engineer,1995-12-01,40000,1
88116,Luerbio,Butterworth,Senior Engineer,1998-06-15,69054,1
88136,Shir,Stille,Engineer,1996-08-02,61112,1
88145,Sanjit,Ernst,Senior Engineer,1993-10-28,40641,1
88168,Ravishankar,Feldmann,Technique Leader,1987-01-19,40000,1
88171,Genevieve,Eterovic,Engineer,1998-08-24,40000,1
88182,Kristinn,Christianini,Engineer,1998-03-18,40000,1
88190,Lech,Radivojevic,Senior Staff,2001-04-20,54848,1
88191,Monique,Sigstam,Engineer,1996-10-14,49564,1
88213,Zvonko,Varman,Technique Leader,1990-08-18,60462,1
88219,Palash,Krzyzanowski,Senior Engineer,1986-12-15,56354,1
88247,Marjo,Fasbender,Senior Staff,1995-10-09,58365,1
88255,Tesuro,Barbanera,Senior Staff,1988-09-24,65795,1
88260,Miomir,Krzyzanowski,Senior Engineer,1993-09-27,45760,1
88262,Sham,Stassinopoulos,Senior Engineer,1986-05-02,40000,1
88263,Suebskul,Merro,Staff,1996-05-12,44705,1
88287,Parke,Reistad,Senior Engineer,1992-05-31,76687,1
88291,Piyawadee,Vecchio,Senior Staff,1991-11-30,101626,1
88298,Shuji,Vidya,Engineer,2001-12-16,54552,1
88299,Kazunori,Vidal,Senior Staff,1993-03-18,80632,1
88313,Frazer,Erdmenger,Assistant Engineer,1998-05-08,46565,1
88340,Gad,Fiutem,Senior Staff,1996-08-21,93555,1
88346,Francesca,Wissmann,Senior Engineer,2001-11-25,46690,1
88354,Lijia,Jiafu,Senior Staff,1987-08-30,63180,1
88358,Trygve,Salinas,Senior Engineer,1999-06-03,63202,1
88377,Mrinalini,Sifakis,Senior Engineer,1994-01-24,58946,1
88378,Shaz,Rodier,Senior Engineer,1997-07-04,40000,1
88381,Jackson,Bondorf,Senior Staff,1996-03-25,40000,1
88383,Khosrow,Hinsberger,Senior Staff,1986-10-16,40000,1
